participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.invest,player.reciprocate,player.payoff_RA,player.payoff_ppt,player.participant_number,player.block_profits,player.total_profits,player.condition_number,player.payoff,group.id_in_subsession,group.invest,group.reciprocate,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,14,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,14,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,15,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,15,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,16,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,16,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,17,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,17,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,18,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,18,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,19,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,19,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,20,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,20,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,21,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,21,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,22,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,22,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,23,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,23,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,24,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,24,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,25,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,25,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,26,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,26,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,27,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,27,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,28,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,28,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,29,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,29,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,30,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,30,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,31,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,31,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,32,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,32,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,33,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,33,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,34,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,34,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,35,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,35,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,36,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,36,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,37,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,37,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,38,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,38,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,39,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,39,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,40,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,40,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,41,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,41,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,42,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,42,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,43,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,43,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,44,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,44,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,45,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,45,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,46,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,46,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,47,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,47,ncra3wm0,,,,,,1
1,i2p0usnr,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.479758+00:00,1,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,48,ncra3wm0,,,,,,1
2,kdg33x2a,,0,1,336,trust,PrepPage,2020-02-06 06:11:29.491091+00:00,1,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,48,ncra3wm0,,,,,,1
1,39bu5j3p,,0,0,336,,,,0,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,1,432c1vzh,,,,,,1
2,stx7n4xc,,0,0,336,,,,0,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,1,432c1vzh,,,,,,1
1,39bu5j3p,,0,0,336,,,,0,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,2,432c1vzh,,,,,,1
2,stx7n4xc,,0,0,336,,,,0,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,2,432c1vzh,,,,,,1
1,39bu5j3p,,0,0,336,,,,0,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,3,432c1vzh,,,,,,1
2,stx7n4xc,,0,0,336,,,,0,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,3,432c1vzh,,,,,,1
1,39bu5j3p,,0,0,336,,,,0,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,4,432c1vzh,,,,,,1
2,stx7n4xc,,0,0,336,,,,0,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,4,432c1vzh,,,,,,1
1,39bu5j3p,,0,0,336,,,,0,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,5,432c1vzh,,,,,,1
2,stx7n4xc,,0,0,336,,,,0,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,5,432c1vzh,,,,,,1
1,39bu5j3p,,0,0,336,,,,0,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,6,432c1vzh,,,,,,1
2,stx7n4xc,,0,0,336,,,,0,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,6,432c1vzh,,,,,,1
1,39bu5j3p,,0,0,336,,,,0,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,7,432c1vzh,,,,,,1
2,stx7n4xc,,0,0,336,,,,0,,,0.00,2,,,,,,0.00,0.00,1,0.00,1,,,7,432c1vzh,,,,,,1
1,39bu5j3p,,0,0,336,,,,0,,,0.00,1,,,,,,0.00,0.00,1,0.00,1,,,8,432c1vzh,,,,,,1
